_id,year,state_name,state_code,district_name,district_code,registration_circles,murder_with_rape_gang_rape,dowry_deaths,abetment_to_suicide_of_women,miscarriage,acid_attack,attempt_to_acid_attack,cruelty_by_husband_or_his_relatives,kidnapping_and_abduction,kidnapping_abduction_in_order_to_murder,kidnapping_for_ransom,kidnp_and_abductn_of_women_above_18_for_marrg,importation_of_girls_from_foreign,kidnapping_and_abduction_of_women_others,human_trafficking,rape_women_above_18,attempt_to_commit_rape_above_18,assault_on_womenabove_18,insult_to_the_modesty_of_women_above_18,dowry_prohibition,detaining_a_prsn_in_premises_where_prost_is_carried,prostitution_in_or_in_the_vicinity_of_public_places,seducing_or_soliciting_for_purpose_of_prostitution,other_sections_under_itp_act,protection_of_women_from_domestic_violence,publshng_or_transmitting_of_sexually_explicit_mtrl,other_women_centric_cyber_crimes,indecent_representation_of_women
164,2017,Gujarat,24,Chhotaudepur,668,Chhotaudepur,0,0,5,0,0,0,7,0,0,0,2,0,0,0,8,0,9,1,0,0,0,0,0,0,0,2,0
165,2017,Gujarat,24,Gandhinagar,446,Cid Crime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,2017,Gujarat,24,Dohad,445,Dahod,1,0,12,0,0,0,119,13,1,0,0,0,2,0,16,0,24,0,0,0,0,0,0,0,0,0,0
167,2017,Gujarat,24,Dang,444,Dang,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
168,2017,Gujarat,24,Devbhumi Dwarka,674,Devbhumi Dwarka,0,0,9,0,0,0,90,4,0,0,0,0,1,0,4,0,8,0,0,0,0,0,0,0,0,0,0
169,2017,Gujarat,24,Gandhinagar,446,Gandhinagar,0,0,14,0,0,0,116,6,0,0,2,0,5,0,8,0,35,0,0,0,0,0,0,0,0,1,0
170,2017,Gujarat,24,Gir Somnath,675,Gir Somnath,0,0,8,0,0,0,110,5,0,0,9,0,1,0,9,0,24,0,0,0,0,0,0,0,0,0,0
171,2017,Gujarat,24,Jamnagar,447,Jamnagar,0,0,13,0,0,0,81,0,0,0,2,0,0,0,11,0,27,0,0,1,0,0,0,0,0,0,0
172,2017,Gujarat,24,Junagadh,448,Junagadh,0,0,8,0,0,0,150,4,0,0,4,0,1,0,13,0,20,1,0,0,0,0,0,0,0,0,0
173,2017,Gujarat,24,Kachchh,449,Kachchh East(G),0,0,12,0,1,0,51,8,0,0,15,0,0,0,10,10,18,0,0,0,0,0,0,0,0,0,0
174,2017,Gujarat,24,Kachchh,449,Kachchh West(B),0,0,14,0,0,0,68,5,0,0,3,0,0,0,17,0,14,0,0,0,0,0,0,0,0,0,0
175,2017,Gujarat,24,Kheda,450,Kheda,0,0,10,0,0,0,22,30,0,0,0,0,4,0,7,0,23,0,0,0,0,0,0,0,0,0,0
176,2017,Gujarat,24,Mahisagar,669,Mahisagar,0,0,5,0,0,0,47,25,0,0,1,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0
177,2017,Gujarat,24,Mahesana,451,Mehsana,0,0,13,0,1,0,103,33,0,0,6,0,4,0,15,0,34,0,0,0,0,0,1,1,1,0,0
178,2017,Gujarat,24,Morbi,673,Morbi,0,0,11,0,0,0,31,1,0,0,0,0,1,0,5,0,13,0,0,0,1,0,0,0,0,0,0
179,2017,Gujarat,24,Narmada,452,Narmada,0,0,2,0,0,0,8,0,0,0,4,0,0,0,5,0,8,0,0,0,0,0,0,0,1,0,0
180,2017,Gujarat,24,Navsari,453,Navsari,0,0,4,0,1,1,18,9,0,0,0,0,0,0,8,0,10,1,0,1,0,0,0,0,0,0,0
181,2017,Gujarat,24,Panch Mahals,454,Panchmahal,0,0,11,0,0,0,65,4,0,0,0,0,0,0,7,0,38,1,0,0,0,0,0,0,0,0,0
182,2017,Gujarat,24,Patan,455,Patan,0,0,7,0,0,0,45,4,0,0,2,0,1,0,10,0,26,0,0,0,0,0,1,0,0,0,0
183,2017,Gujarat,24,Porbandar,456,Porbandar,0,1,4,0,0,0,42,8,0,0,0,0,1,0,4,0,8,0,0,0,0,0,0,0,0,1,0
184,2017,Gujarat,24,Rajkot,457,Rajkot City,0,0,24,0,0,1,157,0,0,0,3,0,0,0,21,0,17,0,0,4,0,0,0,0,0,0,0
185,2017,Gujarat,24,Rajkot,457,Rajkot Rural,0,0,13,0,0,0,133,5,0,0,3,0,3,0,12,0,35,0,0,0,0,0,0,0,0,0,0
186,2017,Gujarat,24,Sabar Kantha,458,Sabarkantha,0,0,12,0,0,0,104,32,0,0,4,0,2,0,13,0,34,0,0,0,0,0,0,0,0,1,0
187,2017,Gujarat,24,Surat,459,Surat City,1,0,15,0,0,0,217,4,0,0,2,0,0,0,32,0,70,4,0,0,0,0,0,0,0,0,0
188,2017,Gujarat,24,Surat,459,Surat Rural,1,1,9,0,0,0,34,7,0,0,0,0,0,3,8,0,20,0,0,0,0,0,0,0,0,0,0
189,2017,Gujarat,24,Surendranagar,460,Surendranagar,0,1,9,0,0,0,46,0,0,0,10,0,0,0,8,0,2,0,0,0,0,1,0,0,0,0,0
190,2017,Gujarat,24,Tapi,641,Tapi,0,0,3,0,0,0,7,0,0,0,0,0,0,0,11,0,6,3,0,0,0,0,0,0,0,0,0
191,2017,Gujarat,24,Vadodara,461,Vadodara City,0,1,5,0,0,0,161,0,0,0,2,0,0,0,10,0,56,0,0,0,0,0,0,0,0,0,0
192,2017,Gujarat,24,Vadodara,461,Vadodara Rural,0,0,5,0,0,0,6,3,0,0,0,0,2,0,3,0,11,0,0,0,0,0,0,0,0,2,0
193,2017,Gujarat,24,Valsad,462,Valsad,0,0,10,0,0,0,9,23,0,0,0,0,1,1,17,0,16,0,0,0,0,0,0,0,0,0,0
194,2017,Haryana,6,Ambala,58,Ambala,0,8,6,3,0,0,107,0,0,0,40,0,7,0,39,0,63,6,2,0,0,0,1,0,0,0,0
195,2017,Haryana,6,Bhiwani,59,Bhiwani,0,12,6,0,0,0,79,0,0,0,23,0,5,0,30,9,109,5,0,0,0,0,0,0,0,0,0
196,2017,Haryana,6,Faridabad,60,Faridabad,2,23,14,4,0,0,473,23,0,1,71,0,34,2,95,14,148,44,3,0,0,0,0,0,0,0,0
197,2017,Haryana,6,Fatehabad,61,Fatehabad,1,4,10,2,0,0,60,0,0,0,7,0,3,2,21,0,44,1,1,0,0,0,2,0,0,0,0
198,2017,Haryana,6,Ambala,58,Grp,2,4,6,0,0,0,0,0,0,0,2,0,18,0,3,2,10,0,0,0,0,0,0,0,0,0,0
199,2017,Haryana,6,Gurugram,62,Gurugram,2,29,11,0,1,0,242,21,1,0,99,0,38,2,136,16,315,35,0,4,1,10,0,0,4,1,0
200,2017,Haryana,6,Hisar,63,Hissar,1,8,6,0,0,0,121,1,0,0,3,0,1,1,44,0,60,2,0,0,0,0,0,0,0,0,0
201,2017,Haryana,6,Jhajjar,64,Jhajjar,0,16,7,0,0,0,199,0,0,0,15,0,2,0,30,5,101,32,0,0,0,0,0,0,0,0,0
202,2017,Haryana,6,Jind,65,Jind,0,7,37,0,0,0,154,0,1,0,19,0,0,0,27,0,0,0,1,0,0,0,3,2,0,0,0
203,2017,Haryana,6,Kaithal,66,Kaithal,0,12,6,0,0,0,81,0,1,0,51,0,31,0,31,5,49,1,0,0,0,0,2,0,1,0,0
204,2017,Haryana,6,Karnal,67,Karnal,0,13,9,0,0,0,120,0,0,0,26,0,106,0,34,8,57,1,2,0,0,0,3,0,0,1,0
205,2017,Haryana,6,Kurukshetra,68,Kurukshetra,0,4,5,0,0,0,143,0,0,0,16,0,6,0,34,3,46,1,0,0,0,0,8,0,0,0,0
206,2017,Haryana,6,Mahendragarh,69,Mahendergarh,0,9,0,0,0,0,55,0,0,0,11,0,0,0,24,1,48,3,2,0,0,0,0,0,0,0,0
207,2017,Haryana,6,Palwal,619,Palwal,0,11,3,0,2,0,137,0,0,0,14,0,9,0,21,2,50,9,6,0,2,1,1,0,0,0,0
208,2017,Haryana,6,Panchkula,70,Panchkula,0,3,0,0,0,0,50,0,0,0,12,0,0,0,19,2,22,4,0,0,0,0,0,0,0,0,0
209,2017,Haryana,6,Panipat,71,Panipat,0,13,11,0,1,0,254,0,0,0,81,0,295,1,72,11,93,5,0,1,1,0,0,1,0,0,0
210,2017,Haryana,6,Rewari,72,Rewari,0,11,5,1,0,0,97,0,0,1,5,0,4,0,36,4,38,0,1,0,0,0,0,0,0,3,0
211,2017,Haryana,6,Rohtak,73,Rohtak,0,15,6,0,0,0,274,1,0,0,37,0,234,1,70,12,204,11,1,0,3,0,0,0,0,1,0
212,2017,Haryana,6,Sirsa,74,Sirsa,0,2,11,0,0,0,94,0,1,1,8,0,16,2,19,2,31,6,1,0,0,0,0,0,0,0,0
213,2017,Haryana,6,Sonipat,75,Sonipat,0,14,14,0,0,0,221,0,0,0,46,0,159,0,54,15,152,3,0,0,0,0,3,0,0,0,0
214,2017,Haryana,6,Yamunanagar,76,Yamunanagar,0,7,7,0,0,0,157,0,0,1,53,0,168,1,49,6,49,0,0,0,0,0,0,0,1,4,0
215,2017,Haryana,6,Charki Dadri,701,Charkhi Dadri,0,2,3,2,0,0,30,0,0,0,6,0,0,0,15,4,43,6,0,0,0,0,0,0,0,0,0
216,2017,Haryana,6,Hisar,63,Hansi,0,3,5,0,0,0,52,0,0,0,3,0,0,0,7,2,25,3,0,0,0,0,0,0,0,0,0
217,2017,Himachal Pradesh,2,Solan,25,Baddi,2,1,3,0,0,0,12,2,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0
218,2017,Himachal Pradesh,2,Bilaspur,15,Bilaspur,0,0,3,0,0,0,16,6,0,0,15,0,0,0,10,0,34,6,0,0,0,0,0,0,2,0,0
219,2017,Himachal Pradesh,2,Chamba,16,Chamba,1,0,3,0,0,0,7,0,0,0,1,0,0,0,4,0,11,1,0,0,0,0,0,0,0,1,0
220,2017,Himachal Pradesh,2,Shimla,23,Cid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,2017,Himachal Pradesh,2,Shimla,23,Grp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
222,2017,Himachal Pradesh,2,Hamirpur,17,Hamirpur,0,0,6,0,0,0,5,6,0,0,1,0,0,0,8,0,19,4,0,0,0,0,0,4,0,0,0
223,2017,Himachal Pradesh,2,Kangra,18,Kangra,0,0,16,0,2,0,31,0,0,0,11,0,0,0,10,4,72,18,1,0,0,0,0,0,4,0,0
224,2017,Himachal Pradesh,2,Kinnaur,19,Kinnaur,0,0,1,0,0,0,0,2,0,0,1,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0
225,2017,Himachal Pradesh,2,Kullu,20,Kullu,0,0,0,0,0,0,12,17,0,0,0,0,0,0,7,0,25,4,0,0,0,0,0,0,0,0,0
226,2017,Himachal Pradesh,2,Mandi,22,Mandi,0,1,13,0,0,0,44,0,0,0,5,0,0,0,20,0,56,15,0,0,0,0,0,0,0,5,1
227,2017,Himachal Pradesh,2,Shimla,23,Shimla,1,0,2,2,0,0,15,20,0,0,3,0,4,0,9,1,44,0,0,0,0,0,0,0,0,1,0
228,2017,Himachal Pradesh,2,Sirmaur,24,Sirmaur,2,0,2,0,0,0,20,0,0,0,1,0,0,0,11,0,32,0,0,1,0,0,0,0,0,0,0
229,2017,Himachal Pradesh,2,Solan,25,Solan,1,1,0,0,0,0,4,6,0,0,0,0,5,0,11,0,10,0,0,0,0,0,1,0,0,7,0
230,2017,Himachal Pradesh,2,Una,26,Una,0,0,5,0,0,0,25,2,0,0,4,0,0,0,8,0,32,1,0,0,0,0,0,0,0,0,0
231,2017,Himachal Pradesh,2,Shimla,23,Cyber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,2017,Jammu And Kashmir,1,Anantnag,1,Anantnag,0,0,0,0,0,0,16,0,0,0,40,0,39,0,11,0,100,7,1,0,0,0,0,0,0,0,0
233,2017,Jammu And Kashmir,1,Pulwama,11,Awantipora,0,0,0,0,0,0,5,0,0,0,32,0,0,0,1,1,42,0,0,0,0,0,0,0,0,0,0
234,2017,Jammu And Kashmir,1,Bandipora,623,Bandipora,0,0,0,0,0,0,2,0,0,0,27,0,0,0,4,0,47,0,0,0,0,0,0,0,0,0,0
235,2017,Jammu And Kashmir,1,Baramulla,3,Baramulla,0,0,0,2,0,0,46,55,0,0,0,0,0,0,4,0,60,0,0,0,0,0,0,0,0,0,0
236,2017,Jammu And Kashmir,1,Budgam,2,Budgam,0,0,0,0,0,0,2,0,0,0,66,0,0,0,10,0,155,0,0,0,0,0,0,0,0,0,0
237,2017,Jammu And Kashmir,1,Jammu,5,Crime Jammu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
238,2017,Jammu And Kashmir,1,Srinagar,13,Crime Srinagar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,2017,Jammu And Kashmir,1,Doda,4,Doda,0,0,0,3,0,0,7,32,0,0,0,0,0,0,15,0,16,0,0,0,0,0,0,0,0,0,0
240,2017,Jammu And Kashmir,1,Ganderbal,626,Ganderbal,0,0,0,0,0,0,10,19,0,0,11,0,0,0,4,2,72,0,0,0,0,0,0,0,0,0,0
241,2017,Jammu And Kashmir,1,Kupwara,8,Handwara,0,0,2,0,1,0,4,0,0,0,13,0,0,0,8,6,61,0,0,0,0,0,0,0,0,0,0
242,2017,Jammu And Kashmir,1,Jammu,5,Jammu,0,4,9,0,0,0,64,0,0,0,0,0,114,0,49,0,100,24,0,0,0,0,0,0,0,0,0
243,2017,Jammu And Kashmir,1,Kathua,7,Kathua,0,2,1,0,0,0,12,16,0,0,7,0,0,0,8,2,19,2,0,0,0,0,0,0,0,0,0
244,2017,Jammu And Kashmir,1,Kishtwar,620,Kishtwar,0,0,2,0,0,0,4,10,0,0,7,0,0,0,2,0,26,0,0,0,0,0,0,0,0,0,0
245,2017,Jammu And Kashmir,1,Kulgam,622,Kulgam,0,0,0,0,0,0,11,0,0,0,42,0,0,0,22,0,99,0,0,0,0,0,0,0,0,0,0
246,2017,Jammu And Kashmir,1,Kupwara,8,Kupwara,0,0,0,0,0,0,13,0,0,0,54,0,0,0,12,0,31,0,0,0,0,0,0,0,0,0,0
247,2017,Jammu And Kashmir,1,Poonch,10,Poonch,0,0,1,0,0,0,8,14,0,0,17,0,0,0,8,0,31,1,0,0,0,0,0,0,2,0,0
248,2017,Jammu And Kashmir,1,Pulwama,11,Pulwama,0,0,0,0,0,0,4,0,0,0,12,0,0,0,1,1,32,0,0,0,0,0,0,0,0,0,0
249,2017,Jammu And Kashmir,1,Jammu,5,Railways Jammu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,2017,Jammu And Kashmir,1,Jammu,5,Railways Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,2017,Jammu And Kashmir,1,Reasi,627,Railways Katra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,2017,Jammu And Kashmir,1,Rajouri,12,Rajouri,0,0,1,0,0,0,42,0,0,0,55,0,0,0,29,0,55,0,0,0,0,0,0,0,0,0,0
253,2017,Jammu And Kashmir,1,Ramban,621,Ramban,0,0,3,0,0,0,6,12,0,0,11,0,0,0,12,1,28,1,0,0,0,0,0,0,0,0,0
254,2017,Jammu And Kashmir,1,Reasi,627,Reasi,0,0,0,0,0,0,5,8,0,0,13,0,0,0,24,0,31,5,0,0,0,0,0,0,0,0,0
255,2017,Jammu And Kashmir,1,Samba,624,Samba,0,1,1,2,0,0,11,8,0,0,8,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0
256,2017,Jammu And Kashmir,1,Shopian,625,Shopian,0,0,0,0,0,0,4,18,0,0,6,0,0,0,1,0,51,0,0,0,0,0,0,0,0,0,0
257,2017,Jammu And Kashmir,1,Baramulla,3,Sopore,0,0,1,0,0,0,8,23,0,0,16,0,0,0,1,1,74,0,0,0,0,0,0,0,0,0,0
258,2017,Jammu And Kashmir,1,Srinagar,13,Srinagar,0,0,2,0,0,0,52,67,0,0,26,0,0,0,7,1,229,0,0,0,0,0,0,0,0,1,0
259,2017,Jammu And Kashmir,1,Udhampur,14,Udhampur,0,1,2,0,0,0,41,20,0,0,7,0,0,0,11,0,40,0,0,0,0,0,0,0,0,0,0
260,2017,Jharkhand,20,Bokaro,322,Bokaro,0,17,0,0,0,0,70,0,0,0,71,0,0,0,52,0,4,0,37,0,0,0,0,70,0,0,0
261,2017,Jharkhand,20,West Singhbhum,343,Chaibasa,0,4,0,0,0,0,13,2,1,0,0,0,0,5,33,0,5,0,15,0,0,0,0,0,0,0,0
262,2017,Jharkhand,20,Chatra,323,Chatra,0,17,0,0,0,0,18,9,0,0,0,0,0,0,29,0,15,0,45,0,0,0,0,0,0,0,0
263,2017,Jharkhand,20,Deoghar,324,Deoghar,0,21,0,0,0,0,64,0,0,0,24,0,0,0,29,7,77,2,121,0,0,0,0,0,0,0,0
264,2017,Jharkhand,20,Dhanbad,325,Dhanbad,0,16,0,0,0,0,39,0,0,0,0,0,0,0,37,0,37,0,60,0,0,0,0,0,0,0,0
265,2017,Jharkhand,20,Dhanbad,325,Dhanbad Railway,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0
266,2017,Jharkhand,20,Dumka,326,Dumka,0,11,9,0,0,0,16,5,0,0,0,0,0,0,25,2,12,0,17,0,0,0,0,0,0,0,0
267,2017,Jharkhand,20,Garhwa,328,Garhwa,0,26,0,0,0,0,43,0,0,0,0,0,0,0,28,0,65,0,104,0,0,0,0,0,0,0,0
268,2017,Jharkhand,20,Giridih,329,Giridih,0,38,0,0,0,0,49,0,0,0,29,0,35,1,60,26,103,0,96,0,0,0,1,0,0,0,0
269,2017,Jharkhand,20,Godda,330,Godda,0,4,0,0,0,0,126,0,0,22,0,0,17,1,35,0,0,0,0,0,0,0,0,0,0,0,0
270,2017,Jharkhand,20,Gumla,331,Gumla,0,0,0,0,0,0,13,0,0,1,2,0,1,0,40,6,14,1,21,0,0,0,0,0,0,0,0
271,2017,Jharkhand,20,Hazaribagh,332,Hazaribagh,0,22,0,0,0,0,39,10,4,8,0,0,58,1,72,11,19,3,127,0,0,0,0,0,0,0,0
272,2017,Jharkhand,20,East Singhbum,327,Jamshedpur,0,12,5,0,0,0,70,10,0,0,65,0,0,4,85,14,50,0,141,0,0,0,3,0,0,0,0
273,2017,Jharkhand,20,East Singhbum,327,Jamshedpur Railway,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
274,2017,Jharkhand,20,Jamtara,333,Jamtara,0,5,0,0,0,0,90,0,0,0,19,0,0,0,26,4,61,0,42,0,0,0,0,0,0,0,0
275,2017,Jharkhand,20,Khunti,606,Khunti,0,7,0,0,0,0,3,0,0,0,6,0,0,0,11,2,2,0,12,0,0,0,0,0,0,0,0
276,2017,Jharkhand,20,Koderma,334,Koderma,0,5,0,0,0,0,24,0,0,0,6,0,0,0,18,0,0,0,28,0,0,0,0,0,0,0,0
277,2017,Jharkhand,20,Latehar,335,Latehar,0,4,0,0,0,0,5,0,0,0,16,0,0,2,29,5,28,7,15,0,0,0,0,0,0,0,0
278,2017,Jharkhand,20,Lohardaga,336,Lohardagga,0,1,0,0,0,0,13,0,3,1,0,0,7,0,37,0,3,0,13,0,0,0,0,0,0,0,0
279,2017,Jharkhand,20,Pakur,337,Pakur,0,0,0,0,0,0,16,0,0,0,2,0,0,1,43,5,13,0,37,0,0,0,0,0,0,0,0
280,2017,Jharkhand,20,Palamu,338,Palamu,6,21,0,0,0,0,88,0,0,0,48,0,3,4,31,1,2,80,90,0,0,0,0,0,0,0,0
281,2017,Jharkhand,20,Ramgarh,607,Ramgarh,0,7,0,0,0,0,14,5,4,4,0,0,36,0,15,1,23,0,27,0,0,0,0,0,0,0,0
282,2017,Jharkhand,20,Ranchi,339,Ranchi,0,0,0,0,0,0,0,0,0,0,6,0,0,0,12,0,25,0,118,0,0,0,0,0,0,0,0
283,2017,Jharkhand,20,Sahebganj,340,Sahebganj,0,4,3,0,0,0,144,0,0,0,0,0,0,0,48,39,78,0,0,0,0,0,0,0,0,0,0
284,2017,Jharkhand,20,Saraikela Kharsawan,341,Saraikela,0,6,2,0,0,0,27,2,0,0,14,0,0,0,13,5,17,10,20,0,0,0,0,0,0,0,0
285,2017,Jharkhand,20,Simdega,342,Simdega,0,0,0,0,0,0,14,0,0,0,11,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
286,2017,Karnataka,29,Bagalkote,524,Bagalkot,1,5,3,0,0,0,33,3,0,0,1,0,0,0,2,0,136,1,32,0,0,0,0,0,0,0,0
287,2017,Karnataka,29,Bengaluru Urban,525,Bengaluru City,2,48,89,3,2,0,493,409,0,3,1,0,2,3,130,1,975,105,728,49,35,4,4,0,17,5,0
288,2017,Karnataka,29,Bengaluru Urban,525,Bengaluru District,0,19,0,0,0,0,61,0,0,0,11,0,0,0,20,0,149,8,38,0,0,0,0,0,0,0,0
289,2017,Karnataka,29,Belagavi,527,Belagavi District,0,4,7,0,0,0,116,33,0,1,0,0,6,0,30,0,243,1,12,0,0,0,0,0,0,0,0
290,2017,Karnataka,29,Ballari,528,Ballari,0,7,2,0,0,0,37,21,0,0,1,0,19,0,13,0,126,1,68,0,0,0,1,0,0,0,0
291,2017,Karnataka,29,Bidar,529,Bidar,0,9,2,0,0,0,83,6,0,0,2,0,2,0,10,0,100,5,17,3,0,0,0,0,0,0,0
292,2017,Karnataka,29,Vijayapura,530,Vijayapura,2,1,4,0,0,0,105,27,0,1,1,0,6,0,24,1,125,0,3,0,0,0,0,0,0,0,0
293,2017,Karnataka,29,Chikkaballapura,630,Chikkaballapura,0,10,8,0,0,0,21,4,0,0,0,0,0,0,5,0,51,0,14,0,0,0,0,0,0,0,0
294,2017,Karnataka,29,Chamarajanagara,531,Chamarajnagar,0,2,5,0,0,0,24,0,0,0,0,0,0,0,7,0,135,0,6,1,0,0,0,0,5,0,0
295,2017,Karnataka,29,Chikkamagaluru,532,Chikkamagaluru,0,6,5,0,0,0,50,3,0,0,0,0,0,0,11,0,244,3,8,0,0,0,1,0,0,0,0
296,2017,Karnataka,29,Chitradurga,533,Chitradurga,0,4,3,0,0,0,48,3,0,0,0,0,0,0,17,2,213,1,41,0,1,0,0,0,0,0,1
297,2017,Karnataka,29,Dakshina Kannada,534,Dakshina Kannada,0,0,4,0,0,0,22,0,0,0,0,0,0,0,20,1,51,3,2,1,0,0,0,0,0,1,0
298,2017,Karnataka,29,Davangere,535,Davanagere,0,5,6,0,0,0,51,8,0,0,2,0,1,0,13,1,195,2,40,0,0,1,0,0,0,0,0
299,2017,Karnataka,29,Dharwad,536,Dharwad,1,2,2,0,0,0,19,1,0,0,0,0,0,0,8,0,42,0,0,0,0,0,0,0,0,0,0
300,2017,Karnataka,29,Gadag,537,Gadag,0,0,5,0,0,0,28,4,0,0,0,0,0,0,8,2,65,0,1,0,0,0,3,0,0,0,0
301,2017,Karnataka,29,Kalaburagi,538,Kalaburgi,0,7,3,0,0,0,105,13,0,0,6,0,3,0,16,0,128,34,42,0,0,0,0,0,0,0,0
302,2017,Karnataka,29,Hassan,539,Hassan,0,9,1,1,0,0,57,39,0,0,4,0,9,1,18,0,235,4,56,0,0,0,2,0,0,0,0
303,2017,Karnataka,29,Haveri,540,Haveri,0,8,9,0,0,0,39,7,0,0,0,0,0,0,17,0,112,0,20,0,0,0,2,0,0,0,0
304,2017,Karnataka,29,Dharwad,536,Hubballi Dharwad City,0,2,3,0,0,0,48,2,0,0,0,0,5,0,5,0,40,1,0,9,0,0,0,0,0,2,0
305,2017,Karnataka,29,Belagavi,527,K.G.F.,0,5,1,0,0,0,5,1,0,0,1,0,0,0,5,0,22,1,7,0,0,0,0,0,0,0,0
306,2017,Karnataka,29,Kodagu,541,Kodagu,0,1,1,0,0,0,22,0,0,0,0,0,0,0,7,0,37,1,0,0,0,0,7,0,0,0,0
307,2017,Karnataka,29,Kolar,542,Kolar,0,7,1,0,0,0,23,2,0,0,0,0,0,0,9,0,64,0,29,0,0,0,0,0,2,0,0
308,2017,Karnataka,29,Koppal,543,Koppal,0,3,17,0,0,0,49,0,0,0,0,0,0,0,15,0,86,1,1,0,1,0,0,0,0,0,0
309,2017,Karnataka,29,Mandya,544,Mandya,0,5,7,0,0,0,69,17,0,0,15,0,0,0,13,1,362,6,54,0,0,3,4,0,0,0,0
310,2017,Karnataka,29,Dakshina Kannada,534,Mangaluru City,0,1,4,1,0,0,52,0,0,0,0,0,0,1,8,0,88,6,20,0,0,0,22,0,0,2,0
311,2017,Karnataka,29,Mysuru,545,Mysuru City,0,4,11,0,0,0,29,1,0,0,1,0,0,0,13,1,109,4,60,0,0,0,0,0,0,0,0
312,2017,Karnataka,29,Mysuru,545,Mysuru District,1,6,1,0,0,0,72,7,0,0,0,0,0,0,9,0,270,1,22,2,0,4,1,0,0,0,0
313,2017,Karnataka,29,Raichur,546,Raichur,0,3,9,0,0,0,133,8,0,2,1,0,0,4,12,0,212,1,71,0,0,0,0,0,0,0,0
314,2017,Karnataka,29,Bengaluru Urban,525,K.Railways,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
315,2017,Karnataka,29,Ramanagara,631,Ramanagara,0,9,8,0,0,0,55,4,0,0,0,0,0,0,12,1,177,1,31,0,0,0,0,0,0,0,0
316,2017,Karnataka,29,Shivamogga,547,Shimoga,0,1,0,0,0,0,191,60,0,0,1,0,0,1,19,0,443,5,0,0,0,0,0,0,0,0,0
317,2017,Karnataka,29,Tumakuru,548,Tumakuru,0,8,2,0,0,0,36,30,0,0,0,0,0,0,17,1,71,5,61,0,0,0,4,0,0,0,0
318,2017,Karnataka,29,Udupi,549,Udupi,0,2,0,0,0,0,31,2,0,0,0,0,0,0,13,0,112,2,3,0,0,0,1,0,0,0,0
319,2017,Karnataka,29,Uttara Kannada,550,Uttara Kannada,0,0,3,0,0,0,30,1,0,0,1,0,0,0,11,0,150,7,17,0,0,0,0,0,0,0,0
320,2017,Karnataka,29,Yadgir,635,Yadgiri,0,3,4,0,0,0,50,0,0,0,5,0,0,0,3,0,136,0,20,0,0,0,0,0,0,0,0
321,2017,Karnataka,29,Belagavi,527,Belagavi City,0,0,4,1,0,0,44,12,0,0,1,0,5,2,5,0,52,1,43,0,4,0,0,0,0,0,0
322,2017,Kerala,32,Alappuzha,554,Alapuzha,0,0,4,0,2,0,117,9,0,0,0,0,1,0,38,7,268,17,1,0,1,0,0,16,0,1,0
323,2017,Kerala,32,Ernakulam,555,Ernakulam Commissionerate,0,0,0,0,0,0,108,1,0,1,1,0,0,6,51,0,218,48,0,0,0,6,0,3,1,0,0
324,2017,Kerala,32,Ernakulam,555,Ernakulam Rural,0,0,0,0,0,0,156,10,0,0,0,0,3,0,44,6,253,52,0,0,2,1,1,25,0,0,0
325,2017,Kerala,32,Idukki,556,Idukki,2,1,0,0,1,0,120,2,0,0,2,0,0,0,30,3,223,17,1,0,0,0,0,10,1,0,1
326,2017,Kerala,32,Kannur,557,Kannur,0,1,0,0,0,0,138,1,0,0,0,0,0,0,24,1,131,6,0,0,0,0,0,0,0,2,0
327,2017,Kerala,32,Kasaragod,558,Kasargod,0,0,6,0,0,0,115,0,0,0,0,0,7,0,37,0,114,11,0,0,0,0,1,3,0,0,0
