_id,year,state_name,state_code,district_name,district_code,registration_circles,murder_with_rape_gang_rape,dowry_deaths,abetment_to_suicide_of_women,miscarriage,acid_attack,attempt_to_acid_attack,cruelty_by_husband_or_his_relatives,kidnapping_and_abduction,kidnapping_abduction_in_order_to_murder,kidnapping_for_ransom,kidnp_and_abductn_of_women_above_18_for_marrg,importation_of_girls_from_foreign,kidnapping_and_abduction_of_women_others,human_trafficking,rape_women_above_18,attempt_to_commit_rape_above_18,assault_on_womenabove_18,insult_to_the_modesty_of_women_above_18,dowry_prohibition,detaining_a_prsn_in_premises_where_prost_is_carried,prostitution_in_or_in_the_vicinity_of_public_places,seducing_or_soliciting_for_purpose_of_prostitution,other_sections_under_itp_act,protection_of_women_from_domestic_violence,publshng_or_transmitting_of_sexually_explicit_mtrl,other_women_centric_cyber_crimes,indecent_representation_of_women
1281,2018,Nagaland,13,Kiphire,614,Kiphire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1282,2018,Nagaland,13,Kohima,245,Kohima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0
1283,2018,Nagaland,13,Longleng,615,Longleng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1284,2018,Nagaland,13,Mokokchung,246,Mokokchung,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,2018,Nagaland,13,Mon,247,Mon,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1286,2018,Nagaland,13,Peren,613,Peren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,2018,Nagaland,13,Phek,248,Phek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,2018,Nagaland,13,Tuensang,249,Tuensang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1289,2018,Nagaland,13,Wokha,250,Wokha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1290,2018,Nagaland,13,Zunheboto,251,Zunheboto,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1291,2018,Odisha,21,Anugul,344,Angul,0,13,0,0,0,0,114,96,0,0,0,0,0,2,56,0,458,13,127,0,0,0,3,0,0,0,0
1292,2018,Odisha,21,Baleshwar,346,Balasore,0,40,1,0,1,0,99,200,1,0,8,0,0,2,48,22,714,29,0,0,0,0,1,0,4,0,0
1293,2018,Odisha,21,Bargarh,347,Baragarh,0,14,0,0,0,0,35,0,0,0,0,0,0,0,22,6,357,8,96,0,0,0,0,0,8,0,0
1294,2018,Odisha,21,Baleshwar,346,Berhampur,0,2,0,0,0,0,18,67,0,0,0,0,0,0,8,1,348,67,0,0,0,0,0,0,8,0,0
1295,2018,Odisha,21,Bhadrak,348,Bhadrak,0,26,0,0,0,0,57,175,0,0,20,0,7,3,49,4,494,21,290,0,0,0,0,0,14,0,0
1296,2018,Odisha,21,Balangir,345,Bolangir,0,11,0,0,0,0,57,0,0,0,0,0,0,0,23,1,306,29,0,0,0,0,0,0,0,0,0
1297,2018,Odisha,21,Boudh,349,Boudh,0,4,0,0,0,0,16,18,0,0,0,0,7,0,16,1,133,7,0,0,0,0,0,0,0,0,0
1298,2018,Odisha,21,Cuttack,350,Cuttack,0,29,0,0,0,0,36,131,0,0,0,0,0,0,28,4,157,8,137,0,0,0,0,0,11,0,0
1299,2018,Odisha,21,Khordha,362,Dcp Bhubaneswar,0,5,0,0,0,0,120,0,0,0,0,0,0,0,32,9,285,14,170,0,0,0,0,0,4,0,0
1300,2018,Odisha,21,Cuttack,350,Dcp Cuttack,0,9,0,0,0,0,52,126,0,0,0,0,0,0,23,1,120,8,181,0,0,0,1,0,17,0,0
1301,2018,Odisha,21,Deogarh,351,Deogarh,0,1,0,2,0,0,14,23,0,0,0,0,0,0,13,0,110,3,0,0,0,0,0,0,3,0,0
1302,2018,Odisha,21,Dhenkanal,352,Dhenkanal,0,8,0,0,0,0,41,0,0,0,0,0,0,0,10,12,446,25,0,0,0,0,0,0,1,0,0
1303,2018,Odisha,21,Gajapati,353,Gajapati,0,1,0,0,0,0,36,20,0,0,0,0,0,0,11,0,117,0,0,0,0,0,0,0,0,2,0
1304,2018,Odisha,21,Ganjam,354,Ganjam,0,13,0,0,0,0,78,127,0,0,0,0,0,0,38,2,486,0,0,0,0,0,0,0,15,0,0
1305,2018,Odisha,21,Jagatsinghapur,355,Jagatsinghpur,0,16,0,0,2,0,35,90,0,0,0,0,0,0,23,9,349,21,129,0,0,0,1,0,0,0,1
1306,2018,Odisha,21,Jajapur,356,Jajpur,0,37,0,0,0,0,64,156,0,0,0,0,0,0,50,4,334,17,186,0,0,0,1,0,0,32,0
1307,2018,Odisha,21,Jharsuguda,357,Jharsuguda,0,3,0,0,0,0,24,37,0,0,0,0,0,0,13,0,159,4,0,0,0,0,0,0,12,0,0
1308,2018,Odisha,21,Kalahandi,358,Kalahandi,0,0,1,0,1,0,39,108,0,0,0,0,0,0,32,2,461,0,0,0,0,0,2,0,0,0,2
1309,2018,Odisha,21,Kandhamal,359,Kandhamal,0,1,0,0,0,0,55,73,0,0,0,0,0,5,37,0,172,3,0,0,0,0,0,0,0,0,0
1310,2018,Odisha,21,Kendrapara,360,Kendrapara,0,0,5,0,0,0,243,127,0,0,1,0,0,0,23,13,516,25,0,0,0,0,0,0,0,0,0
1311,2018,Odisha,21,Kendujhar,361,Keonjhar,0,15,0,0,0,0,53,115,0,0,0,0,0,0,27,5,408,15,0,0,0,0,0,0,16,0,0
1312,2018,Odisha,21,Khordha,362,Khurda,0,15,0,0,1,0,37,86,0,0,0,0,0,1,23,5,160,11,0,0,0,0,0,0,0,0,0
1313,2018,Odisha,21,Koraput,363,Koraput,0,3,0,0,0,0,77,99,0,0,0,0,0,0,27,6,249,16,95,0,0,0,0,0,0,0,0
1314,2018,Odisha,21,Malkangiri,364,Malkangiri,0,3,0,0,0,0,36,0,0,0,0,0,0,10,18,0,107,12,0,0,0,0,0,0,6,0,0
1315,2018,Odisha,21,Mayurbhanj,365,Mayurbhanj,0,24,0,0,0,0,73,0,0,0,4,0,0,0,55,8,369,21,0,0,0,0,0,0,0,0,0
1316,2018,Odisha,21,Nayagarh,367,Nayagarh,0,17,0,0,0,0,35,100,0,0,0,0,0,0,20,2,225,0,112,0,0,0,1,0,5,0,0
1317,2018,Odisha,21,Nabarangpur,366,Nabarangpur,1,2,2,0,0,0,81,33,1,0,21,0,4,1,20,0,193,6,31,0,0,0,0,0,2,0,0
1318,2018,Odisha,21,Nuapada,368,Nuapada,0,6,0,0,0,0,29,40,0,0,0,0,0,0,3,3,205,13,41,0,0,0,0,0,5,0,0
1319,2018,Odisha,21,Puri,369,Puri,0,23,0,0,0,0,54,0,0,0,0,0,0,2,37,10,675,50,0,0,0,0,0,0,12,0,0
1320,2018,Odisha,21,Rayagada,370,Rayagada,0,2,0,0,0,0,65,89,0,0,0,0,0,0,15,5,137,11,0,0,0,0,0,1,6,0,0
1321,2018,Odisha,21,Sundargarh,373,Rourkela,0,7,0,0,0,0,58,108,0,0,0,0,0,0,33,2,185,16,0,0,0,0,0,0,7,0,0
1322,2018,Odisha,21,Sambalpur,371,Sambalpur,0,12,0,0,0,0,63,63,0,0,0,0,0,0,19,8,290,24,0,0,0,0,0,0,16,0,0
1323,2018,Odisha,21,Sonepur,372,Sonepur,0,6,0,0,0,0,11,23,0,0,0,0,0,0,4,4,115,6,0,0,0,0,0,0,0,2,0
1324,2018,Odisha,21,Cuttack,350,Srp(Cuttack),0,1,0,0,0,0,0,6,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0
1325,2018,Odisha,21,Sundargarh,373,Srp(Rourkela),0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,2018,Odisha,21,Sundargarh,373,Sundargarh,0,3,0,1,0,0,79,39,0,0,2,0,1,3,23,2,120,3,0,0,0,0,0,0,0,0,0
1327,2018,Punjab,3,Amritsar,27,Amritsar Rural,0,3,12,0,1,0,29,0,0,0,0,0,5,0,11,2,43,0,1,0,0,0,0,0,2,0,0
1328,2018,Punjab,3,Barnala,605,Barnala,0,0,6,0,0,0,28,0,0,0,17,0,3,0,13,1,24,0,0,0,0,0,2,0,2,1,0
1329,2018,Punjab,3,Gurdaspur,32,Batala,0,2,6,1,0,0,32,0,0,0,14,0,0,0,8,1,31,0,0,0,0,0,0,0,0,0,0
1330,2018,Punjab,3,Bathinda,28,Bathinda,0,6,11,0,1,0,75,0,0,0,5,0,3,0,31,2,55,1,0,0,0,0,0,0,0,0,0
1331,2018,Punjab,3,Amritsar,27,Cp Amritsar,0,5,8,1,0,0,80,6,0,0,5,0,8,0,8,2,29,1,1,0,0,0,0,0,0,3,0
1332,2018,Punjab,3,Jalandhar,34,Cp Jalandhar,0,3,2,0,0,0,78,4,0,0,0,0,10,0,15,2,46,2,0,0,0,0,0,0,1,0,0
1333,2018,Punjab,3,Ludhiana,36,Cp Ludhiana,0,8,13,0,0,0,167,0,0,0,42,0,0,0,55,3,81,8,0,0,0,0,0,0,1,4,0
1334,2018,Punjab,3,Faridkot,29,Faridkot,0,2,3,0,0,0,23,0,0,0,1,0,0,0,11,0,19,0,0,0,0,0,2,0,0,0,0
1335,2018,Punjab,3,Fatehgarh Sahib,30,Fatehgarh Sahib,0,0,0,0,0,0,41,0,0,0,26,0,0,0,7,0,8,0,0,0,0,0,0,0,2,0,0
1336,2018,Punjab,3,Fazilka,651,Fazilka,0,4,6,1,1,0,18,0,0,0,10,0,0,0,25,1,18,1,1,0,0,0,0,0,0,0,0
1337,2018,Punjab,3,Patiala,41,Grp,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
1338,2018,Punjab,3,Gurdaspur,32,Gurdaspur,3,3,6,0,1,0,50,0,0,0,3,0,0,0,15,3,7,0,0,0,0,0,0,0,3,0,0
1339,2018,Punjab,3,Hoshiarpur,33,Hoshiarpur,0,4,11,0,0,0,50,0,0,0,1,0,0,0,23,3,40,0,0,0,0,0,1,0,3,0,0
1340,2018,Punjab,3,Jalandhar,34,Jalandhar Rural,1,2,6,1,0,0,52,0,0,0,1,0,6,0,19,3,37,0,0,0,0,0,0,0,0,0,0
1341,2018,Punjab,3,Kapurthala,35,Kapurthala,0,1,8,0,0,0,57,0,0,0,8,0,6,0,12,3,38,0,0,0,0,0,0,0,0,2,0
1342,2018,Punjab,3,Ludhiana,36,Khanna,0,0,15,0,0,0,18,0,0,0,3,0,0,0,6,1,15,0,0,0,0,0,0,0,1,0,0
1343,2018,Punjab,3,Ludhiana,36,Ludhiana Rural,0,0,1,0,0,0,20,0,0,0,0,0,0,0,17,0,28,0,0,0,0,0,0,0,0,0,0
1344,2018,Punjab,3,Mansa,37,Mansa,0,2,7,0,0,0,30,0,0,0,2,0,0,0,14,1,19,0,0,0,0,0,0,0,0,0,0
1345,2018,Punjab,3,Moga,38,Moga,0,0,5,0,0,0,40,0,1,0,5,0,0,0,20,1,42,1,0,0,0,0,0,1,0,0,0
1346,2018,Punjab,3,Sri Muktsar Sahib,39,Muktsar,0,5,2,0,0,0,15,0,0,0,8,0,0,0,14,3,35,2,0,0,0,0,0,0,1,0,0
1347,2018,Punjab,3,Pathankot,662,Pathankot,0,2,0,0,0,0,21,0,0,0,6,0,0,0,3,0,5,0,0,0,0,0,0,0,2,0,0
1348,2018,Punjab,3,Patiala,41,Patiala,0,5,14,0,0,0,143,0,0,0,22,0,5,0,30,2,54,0,2,0,0,0,0,0,3,1,0
1349,2018,Punjab,3,Rupnagar,42,Ropar,0,0,4,0,0,0,50,0,0,0,1,0,0,0,11,0,27,0,0,0,0,0,0,0,0,0,0
1350,2018,Punjab,3,Sangrur,43,Sangrur,0,5,0,2,0,0,76,0,0,0,8,0,0,0,39,1,38,2,0,0,0,0,0,0,0,0,0
1351,2018,Punjab,3,Tarn Taran,609,Tarn Taran,0,1,9,0,0,0,48,0,0,0,9,0,0,1,13,0,30,0,0,0,0,0,0,0,0,0,0
1352,2018,Punjab,3,S.A.S Nagar,608,Bureau Of Investigation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1353,2018,Punjab,3,S.A.S Nagar,608,Intelligence Wing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1354,2018,Punjab,3,S.A.S Nagar,608,Nri Wing,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1355,2018,Punjab,3,Amritsar,27,Special Task Force,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1356,2018,Rajasthan,8,Ajmer,86,Ajmer,0,14,5,0,0,0,704,109,0,1,27,0,8,0,112,21,265,4,1,0,0,0,1,0,1,0,2
1357,2018,Rajasthan,8,Alwar,87,Alwar,0,54,4,0,0,0,763,73,0,0,82,0,54,0,261,93,238,1,0,0,0,0,3,0,0,0,0
1358,2018,Rajasthan,8,Banswara,88,Banswara,0,6,2,0,0,0,114,3,0,0,59,0,22,0,63,7,82,0,0,0,0,0,16,0,0,0,0
1359,2018,Rajasthan,8,Baran,89,Baran,0,5,4,0,0,0,341,0,0,0,2,0,142,0,64,6,172,3,0,0,0,0,0,0,0,0,0
1360,2018,Rajasthan,8,Barmer,90,Barmer,1,27,2,4,0,0,181,8,0,0,17,0,5,0,79,19,167,0,0,0,0,0,0,0,0,0,0
1361,2018,Rajasthan,8,Bharatpur,91,Bharatpur,0,22,5,0,0,0,553,36,0,0,37,0,117,2,163,81,54,0,0,0,0,0,0,1,6,3,0
1362,2018,Rajasthan,8,Bhilwara,92,Bhilwara,0,10,8,0,0,0,514,30,0,0,21,0,149,0,159,2,275,1,0,0,0,0,0,0,0,0,1
1363,2018,Rajasthan,8,Bikaner,93,Bikaner,0,14,8,0,0,0,353,10,0,0,19,0,17,0,101,15,81,0,0,0,0,0,1,0,0,0,0
1364,2018,Rajasthan,8,Bundi,94,Bundi,0,2,0,0,0,0,271,19,0,0,5,0,94,0,69,9,182,0,0,0,0,0,2,0,0,0,0
1365,2018,Rajasthan,8,Chittorgarh,95,Chittorgarh,0,3,10,0,1,0,388,31,0,0,35,0,46,0,69,3,160,0,0,0,0,0,1,0,0,0,0
1366,2018,Rajasthan,8,Churu,96,Churu,0,12,4,0,0,0,417,0,0,0,0,0,53,1,102,3,18,0,0,0,0,0,1,0,0,0,0
1367,2018,Rajasthan,8,Dausa,97,Dausa,0,7,2,0,0,0,190,0,0,0,0,0,73,0,91,6,26,0,0,0,0,0,0,0,0,0,0
1368,2018,Rajasthan,8,Dholpur,98,Dholpur,0,33,2,0,0,0,231,30,0,0,2,0,63,0,49,6,74,0,0,0,0,0,0,0,0,0,0
1369,2018,Rajasthan,8,Dungarpur,99,Dungarpur,0,6,1,4,0,0,85,0,0,0,114,0,0,0,42,1,91,0,0,0,0,0,0,0,0,0,0
1370,2018,Rajasthan,8,Ajmer,86,Grp Ajmer,0,1,1,0,0,0,0,4,0,0,0,0,0,0,2,0,10,1,0,0,0,0,0,0,0,0,0
1371,2018,Rajasthan,8,Jodhpur,107,Grp Jodhpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0
1372,2018,Rajasthan,8,Ganganagar,100,Ganganagar,0,8,4,0,0,0,631,50,0,0,11,0,36,0,151,22,130,2,0,0,6,0,0,0,0,0,0
1373,2018,Rajasthan,8,Hanumangarh,101,Hanumangarh,0,4,7,0,0,0,473,49,0,0,4,0,0,0,96,23,128,0,0,0,4,0,0,0,0,1,0
1374,2018,Rajasthan,8,Jaipur,102,Jaipur East,0,5,3,0,0,0,245,81,0,0,12,0,10,0,68,4,119,1,0,0,0,0,0,0,0,0,0
1375,2018,Rajasthan,8,Jaipur,102,Jaipur North,0,4,0,0,0,0,200,0,0,0,36,0,0,0,46,1,50,1,0,0,3,0,0,0,0,0,0
1376,2018,Rajasthan,8,Jaipur,102,Jaipur Rural,0,10,6,0,0,0,234,19,0,0,9,0,41,0,71,13,89,0,0,0,1,0,0,0,1,0,0
1377,2018,Rajasthan,8,Jaipur,102,Jaipur South,0,3,2,0,0,0,204,69,0,0,0,0,18,0,71,1,30,0,0,0,0,0,0,0,0,4,0
1378,2018,Rajasthan,8,Jaipur,102,Jaipur West,0,7,6,0,0,0,344,95,0,0,3,0,0,0,63,5,63,0,1,0,6,0,1,0,0,0,1
1379,2018,Rajasthan,8,Jaisalmer,103,Jaisalmer,0,7,1,0,0,0,36,3,0,0,8,0,3,0,12,5,82,1,0,0,0,0,0,0,2,0,0
1380,2018,Rajasthan,8,Jalore,104,Jalore,0,5,4,0,0,0,200,0,0,0,49,0,0,0,51,11,114,0,0,1,0,0,0,0,0,0,0
1381,2018,Rajasthan,8,Jhalawar,105,Jhalawar,4,6,5,0,0,0,335,106,0,0,35,0,3,0,89,16,199,3,0,0,0,0,0,0,0,0,1
1382,2018,Rajasthan,8,Jhunjhunu,106,Jhunjhunu,0,11,1,0,0,0,332,72,0,1,4,0,49,0,121,10,101,0,0,0,0,0,0,0,0,0,0
1383,2018,Rajasthan,8,Jodhpur,107,Jodhpur East,0,4,3,0,0,0,155,3,0,0,42,0,0,0,41,3,94,0,0,0,0,0,3,0,0,0,0
1384,2018,Rajasthan,8,Jodhpur,107,Jodhpur West,1,4,2,0,0,0,238,19,0,0,1,0,36,0,30,1,127,8,0,0,0,0,1,0,0,0,0
1385,2018,Rajasthan,8,Jodhpur,107,Jodhpur Rural,0,19,4,0,0,0,117,5,0,0,2,0,44,0,35,6,68,0,0,0,0,0,0,0,0,0,1
1386,2018,Rajasthan,8,Karauli,108,Karauli,0,13,1,0,0,0,148,56,0,0,12,0,41,0,81,39,29,0,0,0,0,0,0,0,0,0,0
1387,2018,Rajasthan,8,Kota,109,Kota City,0,1,6,0,0,1,420,120,0,0,10,0,5,1,65,5,110,1,3,0,0,0,0,0,0,0,0
1388,2018,Rajasthan,8,Kota,109,Kota Rural,0,5,1,0,0,0,205,8,0,0,3,0,73,0,38,4,98,0,0,0,0,0,0,1,0,0,0
1389,2018,Rajasthan,8,Nagaur,110,Nagaur,0,13,5,0,0,0,438,40,0,0,31,0,44,0,96,22,101,0,0,0,0,0,0,0,0,0,0
1390,2018,Rajasthan,8,Pali,111,Pali,0,12,7,0,0,0,380,14,0,0,20,0,101,0,118,7,232,0,0,0,0,0,0,0,0,0,0
1391,2018,Rajasthan,8,Pratapgarh,629,Pratapgarh,0,5,2,0,0,0,152,19,0,0,57,0,11,0,101,17,116,0,0,0,0,0,0,0,0,0,0
1392,2018,Rajasthan,8,Rajsamand,112,Rajsamand,0,6,4,0,0,0,209,26,0,0,18,0,18,0,38,9,130,1,0,0,0,0,0,0,0,8,0
1393,2018,Rajasthan,8,Sawai Madhopur,113,Sawai Madhopur,0,6,3,0,0,0,241,20,0,0,64,0,21,0,73,21,127,0,0,0,0,4,0,0,0,0,0
1394,2018,Rajasthan,8,Sikar,114,Sikar,0,16,0,0,0,0,426,65,0,0,9,0,40,0,87,18,123,1,0,0,0,0,0,0,0,1,0
1395,2018,Rajasthan,8,Sirohi,115,Sirohi,0,1,2,1,0,0,116,21,0,0,17,0,9,0,45,11,71,0,0,0,0,0,0,1,0,0,0
1396,2018,Rajasthan,8,Tonk,116,Tonk,0,7,0,0,0,0,288,19,0,0,14,0,63,0,31,14,45,0,0,0,0,0,0,0,0,0,0
1397,2018,Rajasthan,8,Udaipur,117,Udaipur,0,6,16,0,0,0,378,118,0,0,90,0,28,0,159,22,195,1,0,0,0,0,0,0,0,0,1
1398,2018,Rajasthan,8,Jaipur,102,Jaipur Metro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1399,2018,Rajasthan,8,Jaipur,102,Scrb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,2018,Rajasthan,8,Jaipur,102,Sog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1401,2018,Rajasthan,8,Jaipur,102,Ssb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,2018,Sikkim,11,Gangtok,225,East,0,1,0,0,0,0,1,6,0,0,0,0,0,0,8,1,14,5,0,0,0,0,0,0,0,0,0
1403,2018,Sikkim,11,Mangan,226,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1404,2018,Sikkim,11,Namchi,227,South,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,7,0,0,0,0,0,0,0,0,0,0
1405,2018,Sikkim,11,Gyalshing,228,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1406,2018,Tamil Nadu,33,Ariyalur,610,Ariyalur,0,1,9,0,0,0,3,1,0,0,8,0,0,0,4,0,10,0,1,0,0,0,0,0,0,0,0
1407,2018,Tamil Nadu,33,Chennai,568,Chennai,0,7,34,0,1,2,116,9,0,1,5,0,2,1,32,0,81,5,4,4,0,2,230,0,0,0,3
1408,2018,Tamil Nadu,33,Coimbatore,569,Coimbatore,0,0,0,0,0,0,13,0,0,0,5,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0
1409,2018,Tamil Nadu,33,Coimbatore,569,Coimbatore City,0,0,0,0,0,0,19,0,0,0,0,0,0,0,2,0,7,0,0,7,3,2,18,0,0,0,0
1410,2018,Tamil Nadu,33,Cuddalore,570,Cuddalore,0,9,4,0,0,0,23,0,0,0,10,0,0,0,19,0,100,0,0,0,1,0,0,0,3,0,0
1411,2018,Tamil Nadu,33,Dharmapuri,571,Dharmapuri,1,0,8,0,0,0,4,11,0,0,19,0,0,0,1,0,9,0,0,0,0,0,0,0,1,0,0
1412,2018,Tamil Nadu,33,Dindigul,572,Dindigul,1,1,6,0,0,0,32,15,0,0,19,0,2,0,8,0,31,0,0,0,0,0,16,0,0,0,0
1413,2018,Tamil Nadu,33,Erode,573,Erode,0,1,0,0,0,0,20,2,0,0,11,0,1,0,2,0,13,0,2,0,0,0,0,0,0,0,0
1414,2018,Tamil Nadu,33,Kanchipuram,574,Kanchipuram,0,2,0,0,0,0,3,0,0,0,14,0,0,0,13,0,6,0,0,0,0,10,0,0,0,0,0
1415,2018,Tamil Nadu,33,Kanniyakumari,575,Kanyakumari,0,0,4,0,0,0,5,0,0,0,12,0,1,0,9,1,17,0,61,0,0,0,3,0,5,0,0
1416,2018,Tamil Nadu,33,Karur,576,Karur,0,0,8,0,0,0,1,0,0,0,4,0,0,0,4,0,2,0,2,0,0,0,0,0,0,0,0
1417,2018,Tamil Nadu,33,Krishnagiri,577,Krishnagiri,0,2,13,0,1,0,5,9,0,0,2,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,1
1418,2018,Tamil Nadu,33,Madurai,578,Madurai,0,0,0,0,0,0,39,0,0,0,35,0,0,0,11,4,13,0,8,0,0,1,0,0,3,0,0
1419,2018,Tamil Nadu,33,Madurai,578,Madurai City,0,2,11,0,0,0,102,0,0,0,1,0,0,10,2,0,11,0,0,0,0,0,0,0,0,0,0
1420,2018,Tamil Nadu,33,Nagapattinam,579,Nagapattinam,0,4,0,0,0,0,14,0,0,0,23,0,0,0,19,0,38,0,2,0,0,0,0,0,0,0,0
1421,2018,Tamil Nadu,33,Namakkal,580,Namakkal,0,0,6,0,0,0,13,0,0,0,2,0,0,0,4,0,18,0,2,0,0,0,3,0,0,0,0
1422,2018,Tamil Nadu,33,The Nilgiris,587,Nilgiris,0,0,1,0,0,0,5,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0
1423,2018,Tamil Nadu,33,Perambalur,581,Perambalur,0,1,7,0,0,0,5,0,0,0,1,0,0,0,6,0,27,0,1,0,0,0,0,0,0,0,0
1424,2018,Tamil Nadu,33,Pudukkottai,582,Pudukottai,0,1,7,0,0,0,6,0,0,0,11,0,0,0,6,1,12,2,0,0,0,0,0,0,0,0,0
1425,2018,Tamil Nadu,33,Ramanathapuram,583,Ramnathapuram,0,0,0,0,0,1,2,5,0,0,5,0,0,0,7,0,1,0,13,0,0,0,0,0,0,0,0
1426,2018,Tamil Nadu,33,Chennai,568,Railway Chennai,0,2,0,0,0,0,1,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0
1427,2018,Tamil Nadu,33,Tiruchirappalli,591,Railway Trichy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428,2018,Tamil Nadu,33,Salem,584,Salem,0,3,9,0,0,0,5,10,0,1,4,0,0,0,3,0,62,0,0,0,0,0,0,0,0,0,0
1429,2018,Tamil Nadu,33,Salem,584,Salem City,0,1,1,0,0,0,9,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0
1430,2018,Tamil Nadu,33,Sivaganga,585,Sivagangai,0,2,10,0,0,0,32,0,0,0,69,0,0,0,6,0,17,1,1,0,0,0,0,0,0,0,0
1431,2018,Tamil Nadu,33,Thanjavur,586,Thanjavur,0,3,10,0,0,0,21,10,0,0,18,0,6,0,9,0,42,0,9,0,0,0,0,0,0,0,0
1432,2018,Tamil Nadu,33,Theni,588,Theni,0,3,10,0,0,0,48,0,0,0,6,0,0,0,3,0,10,0,0,7,0,0,0,0,0,0,0
1433,2018,Tamil Nadu,33,Tirunelveli,592,Thirunelveli,0,0,6,0,0,0,26,0,0,0,13,0,7,0,25,4,36,0,15,0,0,0,0,0,3,1,0
1434,2018,Tamil Nadu,33,Tirunelveli,592,Thirunelveli City,0,0,4,0,0,0,3,0,0,1,0,0,3,0,3,0,3,0,7,0,0,0,0,0,2,0,0
1435,2018,Tamil Nadu,33,Thiruvallur,589,Thiruvallur,1,0,0,0,0,0,11,2,0,0,0,0,0,0,11,0,2,0,0,1,0,0,0,0,6,0,0
1436,2018,Tamil Nadu,33,Tiruvannamalai,593,Thiruvannamalai,0,1,6,0,0,0,13,11,0,1,10,0,0,0,16,1,14,0,12,0,0,1,0,0,0,0,0
1437,2018,Tamil Nadu,33,Thiruvarur,590,Thiruvarur,0,1,1,0,0,0,18,7,0,0,23,0,2,0,4,0,14,0,1,0,0,0,2,0,1,0,0
1438,2018,Tamil Nadu,33,Tuticorin,594,Thoothukudi,1,0,5,0,0,0,31,0,0,0,5,0,0,0,14,0,45,0,5,0,0,0,0,0,0,1,0
1439,2018,Tamil Nadu,33,Tiruppur,634,Tiruppur,0,0,0,0,0,0,9,1,0,0,0,0,0,0,2,0,12,0,1,0,0,0,0,0,0,0,0
1440,2018,Tamil Nadu,33,Tiruppur,634,Tiruppur City,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
1441,2018,Tamil Nadu,33,Tiruchirappalli,591,Trichy,0,3,4,0,0,0,20,2,0,0,9,0,0,2,14,0,16,2,0,0,4,0,0,0,0,0,0
1442,2018,Tamil Nadu,33,Tiruchirappalli,591,Trichy City,0,1,9,1,0,0,45,0,0,0,0,0,0,0,1,0,16,2,2,0,0,0,10,0,0,0,0
